b,k,periodo,estabilidad
ExactReal{Float64}(-4.25),ExactReal{Float64}(-44.75),2,"Inestable porque existe landa = [-4.78317, -4.78315]_com con |landa| > 1"
ExactReal{Float64}(-4.25),ExactReal{Float64}(-44.75),3,"Inestable porque existe landa = [10.431, 10.4311]_com con |landa| > 1"
ExactReal{Float64}(-4.25),ExactReal{Float64}(-44.75),4,"Inestable porque existe landa = [4.89871, 4.89872]_com con |landa| > 1"
ExactReal{Float64}(-4.25),ExactReal{Float64}(-44.75),5,"Inestable porque existe landa = [21.9801, 21.9802]_com con |landa| > 1"
ExactReal{Float64}(-4.25),ExactReal{Float64}(-45),2,"Inestable porque existe landa = [-4.79185, -4.79184]_com con |landa| > 1"
ExactReal{Float64}(-4.25),ExactReal{Float64}(-45),3,"Inestable porque existe landa = [-5.25763, -5.25762]_com con |landa| > 1"
ExactReal{Float64}(-4.25),ExactReal{Float64}(-45),4,"Inestable porque existe landa = [5.00096, 5.00097]_com con |landa| > 1"
ExactReal{Float64}(-4.25),ExactReal{Float64}(-45),5,"Inestable porque existe landa = [-25.6747, -25.6745]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-8.25),2,"Estable porque existe landa = [0.779672, 0.779673]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-8.5),2,"Estable porque existe landa = [0.607224, 0.607225]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-8.75),2,"Estable porque existe landa = [0.467882, 0.467883]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-9),2,"Estable porque existe landa = [0.350047, 0.350048]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-9.25),2,"Estable porque existe landa = [0.245148, 0.24515]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-9.5),2,"Estable porque existe landa = [0.147326, 0.147327]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-9.75),2,"Estable porque existe landa = [0.0529341, 0.0529342]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-10.25),2,"Estable porque existe landa = [-0.132502, -0.132501]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-10.5),2,"Estable porque existe landa = [-0.224715, -0.224714]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-10.75),2,"Estable porque existe landa = [-0.316579, -0.316578]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-11),2,"Estable porque existe landa = [-0.407841, -0.40784]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-11.75),2,"Estable porque existe landa = [-0.675114, -0.675113]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-12),2,"Estable porque existe landa = [-0.761226, -0.761225]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-12.25),2,"Estable porque existe landa = [-0.845561, -0.84556]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-12.75),2,"Inestable porque existe landa = [-1.00851, -1.0085]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-13),2,"Inestable porque existe landa = [-1.08701, -1.087]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-13.25),2,"Inestable porque existe landa = [-1.1635, -1.16349]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-13.5),2,"Inestable porque existe landa = [-1.23798, -1.23797]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-13.5),4,"Estable porque existe landa = [-0.0112811, -0.011281]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-13.75),2,"Inestable porque existe landa = [-1.31047, -1.31046]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-14),2,"Inestable porque existe landa = [-1.381, -1.38099]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-14.5),2,"Inestable porque existe landa = [-1.51631, -1.5163]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-14.75),2,"Inestable porque existe landa = [-1.58119, -1.58118]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-15),4,"Inestable porque existe landa = [-2.06049, -2.06048]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-15.25),2,"Inestable porque existe landa = [-1.70564, -1.70563]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-15.5),2,"Inestable porque existe landa = [-1.76531, -1.7653]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-15.75),2,"Inestable porque existe landa = [-1.82336, -1.82335]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-16.25),2,"Inestable porque existe landa = [-1.93477, -1.93476]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-16.25),4,"Inestable porque existe landa = [-3.77524, -3.77523]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-16.5),2,"Inestable porque existe landa = [-1.98825, -1.98824]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-16.75),2,"Inestable porque existe landa = [-2.0403, -2.04029]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-16.75),4,"Inestable porque existe landa = [-4.44801, -4.448]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-17),2,"Inestable porque existe landa = [-2.09097, -2.09096]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-17),4,"Inestable porque existe landa = [-4.78046, -4.78045]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-17.25),2,"Inestable porque existe landa = [-2.14033, -2.14031]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-17.25),4,"Inestable porque existe landa = [-5.11003, -5.11002]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-17.5),2,"Inestable porque existe landa = [-2.1884, -2.18839]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-17.5),4,"Inestable porque existe landa = [-5.43658, -5.43657]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-17.75),4,"Inestable porque existe landa = [-5.75997, -5.75996]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-18),2,"Inestable porque existe landa = [-2.28087, -2.28086]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-18),4,"Inestable porque existe landa = [-6.0801, -6.08009]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-18.25),2,"Inestable porque existe landa = [-2.32536, -2.32535]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-18.5),2,"Inestable porque existe landa = [-2.36874, -2.36873]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-18.75),2,"Inestable porque existe landa = [-2.41105, -2.41104]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-19),2,"Inestable porque existe landa = [-2.45232, -2.45231]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-19.25),2,"Inestable porque existe landa = [-2.49259, -2.49257]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-19.75),2,"Inestable porque existe landa = [-2.57025, -2.57024]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-19.75),4,"Inestable porque existe landa = [-8.22481, -8.2248]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-20),2,"Inestable porque existe landa = [-2.60771, -2.6077]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-20.25),2,"Inestable porque existe landa = [-2.6443, -2.64429]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-20.5),4,"Inestable porque existe landa = [-9.09103, -9.09102]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-20.75),2,"Inestable porque existe landa = [-2.71497, -2.71496]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-20.75),4,"Inestable porque existe landa = [-9.37272, -9.37271]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-20.75),5,"Inestable porque existe landa = [15.7358, 15.7359]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-21),2,"Inestable porque existe landa = [-2.74911, -2.7491]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-21),4,"Inestable porque existe landa = [-9.6509, -9.65089]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-21),5,"Inestable porque existe landa = [-9.9216, -9.92159]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-21.25),2,"Inestable porque existe landa = [-2.78248, -2.78247]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-21.5),2,"Inestable porque existe landa = [-2.81512, -2.81511]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-21.5),4,"Inestable porque existe landa = [-10.1969, -10.1968]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-21.75),2,"Inestable porque existe landa = [-2.84704, -2.84702]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-21.75),4,"Inestable porque existe landa = [-10.4648, -10.4646]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-22),2,"Inestable porque existe landa = [-2.87826, -2.87825]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-22.25),3,"Inestable porque existe landa = [1.26527, 1.26528]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-22.25),5,"Inestable porque existe landa = [-12.3103, -12.3102]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-22.5),2,"Inestable porque existe landa = [-2.93871, -2.9387]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-22.5),3,"Inestable porque existe landa = [1.7793, 1.77932]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-22.5),5,"Inestable porque existe landa = [-12.7683, -12.7681]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-22.75),3,"Estable porque existe landa = [0.0103558, 0.0103559]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-23),2,"Inestable porque existe landa = [-2.99664, -2.99663]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-23),3,"Estable porque existe landa = [-0.18991, -0.189909]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-23),4,"Inestable porque existe landa = [-11.7538, -11.7537]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-23.25),2,"Inestable porque existe landa = [-3.0247, -3.02469]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-23.25),3,"Inestable porque existe landa = [2.53202, 2.53203]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-23.25),4,"Inestable porque existe landa = [-12.0019, -12.0018]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-23.25),5,"Inestable porque existe landa = [23.3377, 23.3378]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-23.5),2,"Inestable porque existe landa = [-3.05219, -3.05218]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-23.5),3,"Estable porque existe landa = [-0.505563, -0.505562]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-23.5),5,"Inestable porque existe landa = [24.0432, 24.0433]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-23.75),3,"Estable porque existe landa = [-0.638172, -0.638171]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-23.75),5,"Inestable porque existe landa = [-14.977, -14.9769]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-24),2,"Inestable porque existe landa = [-3.10551, -3.1055]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-24),3,"Estable porque existe landa = [-0.759488, -0.759487]_com con |landa| < 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-24.25),3,"Inestable porque existe landa = [3.19739, 3.19741]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-24.25),4,"Inestable porque existe landa = [-12.9629, -12.9628]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-24.25),5,"Inestable porque existe landa = [-15.8262, -15.8261]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-24.5),2,"Inestable porque existe landa = [-3.15672, -3.15671]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-24.5),3,"Inestable porque existe landa = [3.33815, 3.33816]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-24.5),5,"Inestable porque existe landa = [-16.244, -16.2439]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-24.75),2,"Inestable porque existe landa = [-3.18158, -3.18157]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-24.75),3,"Inestable porque existe landa = [-1.07564, -1.07563]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-24.75),5,"Inestable porque existe landa = [-16.6574, -16.6573]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-25),2,"Inestable porque existe landa = [-3.20595, -3.20594]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-25),3,"Inestable porque existe landa = [-1.16916, -1.16915]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-25),5,"Inestable porque existe landa = [-17.0665, -17.0663]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-25.25),3,"Inestable porque existe landa = [3.72214, 3.72215]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-25.25),4,"Inestable porque existe landa = [-13.876, -13.8758]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-25.25),5,"Inestable porque existe landa = [-17.4713, -17.4712]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-25.5),3,"Inestable porque existe landa = [3.83984, 3.83985]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-25.5),4,"Inestable porque existe landa = [-14.097, -14.0969]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-25.75),2,"Inestable porque existe landa = [-3.27632, -3.27631]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-25.75),3,"Inestable porque existe landa = [-1.42419, -1.42418]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-25.75),4,"Inestable porque existe landa = [-14.3154, -14.3152]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-25.75),5,"Inestable porque existe landa = [-18.2684, -18.2683]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-26),2,"Inestable porque existe landa = [-3.2989, -3.29889]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-26),3,"Inestable porque existe landa = [4.06283, 4.06284]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-26),4,"Inestable porque existe landa = [-14.5309, -14.5308]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-26),5,"Inestable porque existe landa = [-18.6609, -18.6608]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-26.25),2,"Inestable porque existe landa = [-3.32106, -3.32105]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-26.25),3,"Inestable porque existe landa = [-1.57724, -1.57723]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-26.25),4,"Inestable porque existe landa = [-14.7438, -14.7437]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-26.25),5,"Inestable porque existe landa = [-19.0494, -19.0493]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-26.5),3,"Inestable porque existe landa = [-1.64961, -1.6496]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-26.5),4,"Inestable porque existe landa = [-14.954, -14.9539]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-26.5),5,"Inestable porque existe landa = [-19.434, -19.4339]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-26.75),2,"Inestable porque existe landa = [-3.36417, -3.36416]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-26.75),3,"Inestable porque existe landa = [-1.71951, -1.7195]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-27),2,"Inestable porque existe landa = [-3.38514, -3.38513]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-27),4,"Inestable porque existe landa = [-15.3665, -15.3664]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-27),5,"Inestable porque existe landa = [-20.1916, -20.1915]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-27.25),2,"Inestable porque existe landa = [-3.40574, -3.40573]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-27.5),3,"Inestable porque existe landa = [4.65419, 4.6542]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-27.5),4,"Inestable porque existe landa = [-15.769, -15.7689]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-27.75),2,"Inestable porque existe landa = [-3.44585, -3.44583]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-27.75),3,"Inestable porque existe landa = [4.74364, 4.74366]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-27.75),4,"Inestable porque existe landa = [-15.9665, -15.9663]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-27.75),5,"Inestable porque existe landa = [-21.2997, -21.2996]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-28),2,"Inestable porque existe landa = [-3.46537, -3.46536]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-28),3,"Inestable porque existe landa = [-2.03786, -2.03784]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-28),4,"Inestable porque existe landa = [-16.1615, -16.1614]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-28),5,"Inestable porque existe landa = [-21.6618, -21.6617]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-28.25),2,"Inestable porque existe landa = [-3.48457, -3.48456]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-28.25),3,"Inestable porque existe landa = [-2.09621, -2.0962]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-28.5),2,"Inestable porque existe landa = [-3.50343, -3.50342]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-28.5),3,"Inestable porque existe landa = [-2.15303, -2.15301]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-28.5),5,"Inestable porque existe landa = [36.581, 36.5811]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-28.75),3,"Inestable porque existe landa = [5.0806, 5.08061]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-28.75),5,"Inestable porque existe landa = [-22.7265, -22.7264]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-29),2,"Inestable porque existe landa = [-3.5402, -3.54019]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-29),3,"Inestable porque existe landa = [-2.26239, -2.26238]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-29.25),2,"Inestable porque existe landa = [-3.55812, -3.55811]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-29.25),3,"Inestable porque existe landa = [-2.31508, -2.31507]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-29.5),2,"Inestable porque existe landa = [-3.57575, -3.57574]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-29.5),4,"Inestable porque existe landa = [-17.2832, -17.2831]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-29.75),2,"Inestable porque existe landa = [-3.59309, -3.59307]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-29.75),3,"Inestable porque existe landa = [5.38876, 5.38878]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-29.75),4,"Inestable porque existe landa = [-17.4623, -17.4622]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-29.75),5,"Inestable porque existe landa = [39.3131, 39.3132]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-30),2,"Inestable porque existe landa = [-3.61014, -3.61013]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-30),3,"Inestable porque existe landa = [-2.46591, -2.4659]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-30),4,"Inestable porque existe landa = [-17.6394, -17.6392]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-30),5,"Inestable porque existe landa = [-24.432, -24.4319]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-30.25),2,"Inestable porque existe landa = [-3.62692, -3.6269]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-30.25),3,"Inestable porque existe landa = [5.53355, 5.53356]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-30.25),5,"Inestable porque existe landa = [-24.7631, -24.763]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-30.5),2,"Inestable porque existe landa = [-3.64342, -3.64341]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-30.5),3,"Inestable porque existe landa = [-2.56095, -2.56094]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-30.5),4,"Inestable porque existe landa = [-17.9871, -17.987]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-30.5),5,"Inestable porque existe landa = [-25.091, -25.0909]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-30.75),3,"Inestable porque existe landa = [-2.60696, -2.60695]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-30.75),4,"Inestable porque existe landa = [-18.158, -18.1578]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-30.75),5,"Inestable porque existe landa = [-25.4157, -25.4156]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-31),2,"Inestable porque existe landa = [-3.67565, -3.67564]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-31),3,"Inestable porque existe landa = [-2.65201, -2.652]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-31.25),2,"Inestable porque existe landa = [-3.69139, -3.69138]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-31.25),3,"Inestable porque existe landa = [5.80685, 5.80686]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-31.5),3,"Inestable porque existe landa = [5.87206, 5.87207]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-31.5),4,"Inestable porque existe landa = [-18.6585, -18.6584]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-31.5),5,"Inestable porque existe landa = [42.9077, 42.9078]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-31.75),2,"Inestable porque existe landa = [-3.72213, -3.72212]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-31.75),3,"Inestable porque existe landa = [5.93611, 5.93612]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-31.75),4,"Inestable porque existe landa = [-18.8215, -18.8214]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-31.75),5,"Inestable porque existe landa = [43.4005, 43.4006]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-32),2,"Inestable porque existe landa = [-3.73715, -3.73713]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-32),3,"Inestable porque existe landa = [5.99903, 5.99905]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-32),5,"Inestable porque existe landa = [43.8884, 43.8885]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-32.25),3,"Inestable porque existe landa = [6.06087, 6.06088]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-32.25),4,"Inestable porque existe landa = [-19.1419, -19.1418]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-32.25),5,"Inestable porque existe landa = [44.3714, 44.3715]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-32.5),2,"Inestable porque existe landa = [-3.7665, -3.76649]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-32.5),3,"Inestable porque existe landa = [6.12165, 6.12166]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-32.5),4,"Inestable porque existe landa = [-19.2994, -19.2993]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-32.5),5,"Inestable porque existe landa = [44.8496, 44.8497]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-32.75),2,"Inestable porque existe landa = [-3.78084, -3.78083]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-32.75),3,"Inestable porque existe landa = [6.18141, 6.18142]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-33),2,"Inestable porque existe landa = [-3.79497, -3.79496]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-33),3,"Inestable porque existe landa = [6.24018, 6.24019]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-33),4,"Inestable porque existe landa = [-19.609, -19.6089]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-33),5,"Inestable porque existe landa = [45.7918, 45.7919]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-33.25),2,"Inestable porque existe landa = [-3.8089, -3.80889]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-33.25),3,"Inestable porque existe landa = [-3.01981, -3.01979]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-33.25),4,"Inestable porque existe landa = [-19.7612, -19.761]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-33.5),2,"Inestable porque existe landa = [-3.82262, -3.8226]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-33.5),3,"Inestable porque existe landa = [6.35486, 6.35487]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-33.5),4,"Inestable porque existe landa = [-19.9116, -19.9115]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-33.5),5,"Inestable porque existe landa = [46.7154, 46.7155]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-33.75),2,"Inestable porque existe landa = [-3.83613, -3.83612]_com con |landa| > 1"
